185, 183, 180, 169, 146, 129, 110,  89,  72,  48,  39,  35,  28,  39,  48,  67,  85, 111, 139, 164, 183, 203, 224, 236
197, 181, 173, 155, 142, 119,  86,  54,  30,  12,   3, 241, 245, 230, 236,   3,  15,  32,  51,  72, 100, 111, 131, 133
